Search Term,Date,Hour,Minute,User ID,Total Unique Searches,Search Depth,Time after Search
sma fees,20180511,08,59,U000ZK2,1,0,10.00
SMA Income,20180502,12,17,U001D91,1,0,5.00
SMA Models,20180607,14,47,U000929,1,0,13.00
small business,20180605,13,43,a2fa6391-cfb8-e711-9402-00155d9b58a1,1,0,0.00
small business retirement market size,20180626,11,59,b7e26973-f572-e711-9401-00155d614304,1,6,343.00
smart beta,20180405,10,54,dd2a3809-2029-e811-bbd3-00155d9b6fb4,1,3,179.00
smart beta,20180419,16,46,2b36d866-522c-e811-810e-c4346bdc0301,1,0,36.00
smart beta,20180517,04,45,U000XIH,1,0,0.00
smart beta,20180523,09,54,U001HJB,1,0,27.00
smart beta,20180524,02,49,U001HJB,1,0,811.00
smart beta,20180607,14,28,Anonymous-User,1,4,332.00
smart beta,20180610,22,18,19f8f780-956a-e811-8120-c4346bdc0301,1,0,0.00
smart beta,20180621,19,25,U001KXE,1,0,532.00
smart beta,20180626,04,28,Anonymous-User,1,0,0.00
smart beta,20180626,08,41,97896072-d6c3-e711-9402-00155d9b2fcb,1,0,83.00
smart beta,20180628,14,56,19f8f780-956a-e811-8120-c4346bdc0301,1,0,0.00
smart beta,20180628,16,58,19f8f780-956a-e811-8120-c4346bdc0301,1,4,71.00
Smart beta,20180516,13,47,Anonymous-User,1,0,105.00
SMWs Where to Next,20180405,09,51,U001LDJ,1,0,5.00
social,20180607,10,32,U001H52,1,0,0.00
social invest,20180607,10,32,U001H52,1,0,8.00
socially responsible investing,20180522,14,25,U000ZUL,1,0,227.00
Socially Responsible Investing,20180403,15,49,d8a4573a-2ee3-e611-9401-00155d611ed3,1,0,17.00
Socially Responsible Investing,20180409,16,46,Anonymous-User,1,0,0.00
Socially Responsible Investing,20180412,13,30,Anonymous-User,1,1,16.00
Socially Responsible Investing,20180414,17,26,Anonymous-User,1,0,0.00
Socially Responsible Investing,20180423,14,43,Anonymous-User,1,5,60.00
Socially Responsible Investing,20180424,12,33,Anonymous-User,1,1,56.00
Socially Responsible Investing,20180425,13,14,Anonymous-User,1,14,119.00
Socially Responsible Investing,20180425,14,11,5d1e5900-f147-e811-a822-00155d9b3b30,1,0,8.00
Socially Responsible Investing,20180509,17,22,Anonymous-User,1,2,102.00
Socially Responsible Investing,20180510,14,58,Anonymous-User,1,0,0.00
Socially Responsible Investing,20180511,09,00,U000ZK2,1,1,53.00
Socially Responsible Investing,20180605,17,05,Anonymous-User,1,0,0.00
Socially Responsible Investing,20180606,18,06,Anonymous-User,1,0,0.00
Socially Responsible Investing,20180613,10,38,020a3b31-b06d-e811-9cca-00155d9b44f8,1,1,87.00
Socially Responsible Investing,20180624,07,11,Anonymous-User,1,0,0.00
Socially Responsible Investing,20180625,12,26,U0016UA,1,3,192.00
Socially Responsible Investing,20180626,08,28,Anonymous-User,1,1,27.00
software tools,20180515,13,48,a2557064-8ea4-e711-9401-00155d9b7010,1,0,12.00
solutions,20180425,17,02,U001GWH,1,4,283.00
solutions,20180426,08,57,U001BJS,1,0,45.00
solutions,20180430,12,39,5d1e5900-f147-e811-a822-00155d9b3b30,1,1,432.00
solutions,20180523,18,45,U001BII,1,1,34.00
solutions,20180626,13,41,926319de-58df-e711-8111-5065f38bd161,1,0,184.00
Solvency,20180504,06,50,Anonymous-User,1,0,0.00
solvency II,20180502,08,58,Anonymous-User,1,0,0.00
sorrentino,20180614,13,53,Anonymous-User,1,1,37.00
sourcing,20180605,15,18,U001CKT,1,0,102.00
south africa,20180417,01,21,Anonymous-User,1,1,25.00
South Africa,20180425,10,03,Anonymous-User,1,0,0.00
South Africa,20180621,18,05,Anonymous-User,1,0,0.00
south asia,20180509,03,25,Anonymous-User,1,12,390.00
south east asia,20180510,07,08,32813dc3-cf16-e811-90ce-00155d9b90b7,1,0,42.00
south east asia,20180511,17,51,ddf49d4e-5455-e811-bd6d-00155d9b4cc4,1,1,37.00
south east asia,20180624,23,09,32813dc3-cf16-e811-90ce-00155d9b90b7,1,7,838.00
south east asia,20180626,04,08,U001COK,1,1,145.00
southeast,20180606,15,15,U0015WX,1,0,137.00
southeast asia,20180528,05,08,U0019X3,1,1,85.00
southeast asia 2015,20180528,05,07,Anonymous-User,1,2,19.00
southeast asia 2015,20180528,05,10,U0019X3,1,1,15.00
southeast asia 2016,20180528,05,07,U0019X3,1,0,13.00
southeast asia 2017,20180626,04,10,U001COK,1,0,7.00
southeast asia asset,20180521,06,48,Anonymous-User,1,0,28.00
sovereign,20180420,09,55,Anonymous-User,1,0,66.00
sovereign,20180523,14,32,U000AD6,1,0,0.00
sovereign,20180523,15,21,U000AD6,1,0,115.00
sovereign wealth,20180429,22,38,323cd243-cfe5-e711-9403-00155d9b700f,1,0,0.00
sovereign wealth,20180507,16,56,937fe387-9d2e-e711-80ff-5065f38bf1b1,1,0,1073.00
sovereign wealth funds,20180523,14,08,U000AD6,1,2,1455.00
Sovereign Wealth Funds,20180403,04,48,Anonymous-User,1,0,0.00
Sovereign Wealth Funds,20180412,22,35,Anonymous-User,1,0,0.00
Sovereign Wealth Funds,20180502,11,44,Anonymous-User,1,2,271.00
Sovereign Wealth Funds,20180611,21,50,Anonymous-User,1,16,876.00
Sovereign Wealth Funds,20180619,19,21,Anonymous-User,1,0,0.00
Sovereign Wealth Funds,20180624,15,08,Anonymous-User,1,0,0.00
Spain,20180522,09,50,Anonymous-User,1,0,29.00
Spain,20180623,15,38,Anonymous-User,1,0,0.00
special servicing,20180618,10,59,Anonymous-User,1,1,1369.00
sponsor,20180403,16,26,ac985336-fcdc-e611-80fe-5065f38be1c1,1,0,170.00
sponsor,20180417,09,27,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,48.00
Sponsor Firm Asset Breakdown,20180425,12,40,U001HPR,1,1,564.00
sports memorabilia,20180523,07,54,Anonymous-User,1,1,10.00
spotlight on SMA,20180620,19,53,45f1119e-36c6-e611-9400-00155d615da4,1,0,10.00
stable value,20180408,08,55,3d4f5a5a-53b0-e711-8102-c4346bdcf291,1,0,422.00
stable value,20180621,13,30,2b36d866-522c-e811-810e-c4346bdc0301,1,0,25.00
standard,20180529,16,23,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,41.00
standard insurance,20180529,16,23,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,15.00
Stash,20180419,16,24,U001CB1,1,0,7.00
stat of US institutional and retail asst management,20180526,09,42,daf5bc05-b53d-e811-a822-00155d9b3b30,1,0,13.00
state,20180430,20,01,5d1e5900-f147-e811-a822-00155d9b3b30,1,0,14.00
state of,20180522,14,01,U0019Q5,1,0,23.00
state of,20180522,15,02,U0019Q5,1,1,851.00
state of,20180605,08,15,U0019Q5,1,0,312.00
state of asset management,20180621,20,09,U00170L,1,0,58.00
state of global,20180522,14,01,U0019Q5,1,0,13.00
state of retail,20180430,20,00,5d1e5900-f147-e811-a822-00155d9b3b30,1,0,19.00
state of retail,20180511,12,18,Anonymous-User,1,0,37.00
state of retail and institutinal,20180511,12,18,Anonymous-User,1,0,9.00
state of retail and institutional,20180405,14,16,38cd0260-a923-e811-8110-c4346bdca201,1,0,14.00
state of the ria,20180403,16,59,Anonymous-User,1,1,17.00
state of U.S,20180605,08,15,U0019Q5,1,0,9.00
state of u.s.,20180511,12,18,Anonymous-User,1,1,7.00
state of u.s. retail and institutional asset management 2017: identifying growth markets,20180627,11,17,a83a58c1-4373-e811-8126-c4346bdca201,1,1,1056.00
State of US institutional,20180526,09,42,daf5bc05-b53d-e811-a822-00155d9b3b30,1,5,64.00
state of us market,20180430,19,53,5d1e5900-f147-e811-a822-00155d9b3b30,1,3,49.00
state of US retail,20180615,14,49,d98eeaba-874c-e711-9400-00155d615d9c,1,0,29.00
state of us retail and institutional asset management,20180514,13,36,Anonymous-User,1,1,11.00
state street,20180619,16,08,Anonymous-User,1,0,59.00
Stated U.S. Defined Benefit Pension Plan Status,20180403,16,48,Anonymous-User,1,0,95.00
statee of institutional,20180430,20,01,ae14e9cc-ad4c-e811-a822-00155d9b3b30,1,0,13.00
stock plan,20180409,09,27,U001HPR,1,4,46.00
strategic beta,20180606,13,28,Anonymous-User,1,0,0.00
strategic bets,20180606,13,28,Anonymous-User,1,0,6.00
strategic bond,20180517,04,59,U001GJJ,1,0,0.00
strategic insight,20180531,14,19,Anonymous-User,1,1,117.00
"Strategies for Engaging Partners, Competitors, and Gatekeepers",20180424,16,50,U0018O0,1,16,1181.00
STRATEGIST MODEL,20180515,09,55,993361d5-50d4-e711-9404-00155d9b6db4,1,0,8.00
strategists,20180516,09,37,U001AB0,1,1,14.00
Stretch IRA,20180405,11,05,84cd0ce9-a9f7-e711-90cd-00155d9b643b,1,1,66.00
Stretch IRA,20180623,03,35,Anonymous-User,1,0,0.00
structure,20180417,14,14,6a6aab6c-6842-e811-a822-00155d9b3b30,1,3,89.00
structured assets,20180402,09,15,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,312.00
structured funds,20180406,12,19,007dcb6b-e6d1-e611-80fc-5065f38afab1,1,0,36.00
structured notes,20180517,19,13,U000ZZS,1,9,1146.00
structured product,20180402,09,20,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
structured products,20180402,10,21,Anonymous-User,1,0,0.00
Structured Products,20180403,15,49,d8a4573a-2ee3-e611-9401-00155d611ed3,1,1,20.00
Structured Products,20180421,22,53,Anonymous-User,1,0,0.00
Structured Products,20180507,14,57,Anonymous-User,1,0,32.00
Structured Products,20180518,08,50,U0017H1,1,4,169.00
Structured Products,20180615,14,56,Anonymous-User,1,0,15.00
Structured Products,20180621,09,01,Anonymous-User,1,0,0.00
stubbornly lags,20180621,16,24,Anonymous-User,1,0,7.00
student debt,20180606,08,18,a4101800-6362-e711-8104-5065f38bf1b1,1,0,13.00
student loan,20180605,13,39,a4101800-6362-e711-8104-5065f38bf1b1,1,0,50.00
sub,20180620,09,36,Anonymous-User,1,1,77.00
sub advisory,20180514,12,23,Anonymous-User,1,0,14.00
sub advisory,20180518,12,30,U001DDQ,1,0,0.00
sub advisory,20180625,06,26,8a1b9282-4454-e811-bd6d-00155d9b4cc4,1,6,102.00
Sub advisory,20180608,03,34,Anonymous-User,1,1,1195.00
Sub advisory,20180613,02,51,Anonymous-User,1,4,33.00
Sub Advisory,20180516,09,12,0444a9f9-d2a9-e711-8102-c4346bdcf291,1,0,11.00
Sub Advisory Fees,20180516,09,12,0444a9f9-d2a9-e711-8102-c4346bdcf291,1,0,0.00
Sub Advisory Fees,20180516,10,31,0444a9f9-d2a9-e711-8102-c4346bdcf291,1,0,0.00
sub-advised,20180410,14,36,U0007Z3,1,1,78.00
sub-advisor,20180615,08,56,36fb9e6c-186e-e811-9cca-00155d9b44f8,1,0,19.00
sub-advisory,20180511,09,32,U001GOW,1,3,41.00
sub-advisory,20180524,11,49,Anonymous-User,1,0,0.00
sub-advisory,20180615,08,56,36fb9e6c-186e-e811-9cca-00155d9b44f8,1,0,28.00
subadisory,20180518,10,03,Anonymous-User,1,0,10.00
subadvise,20180625,10,53,U001LJ2,1,4,85.00
subadvised,20180402,16,54,U001I71,1,2,68.00
subadvised,20180518,10,19,U001653,1,1,94.00
subadvised,20180625,10,55,U001LJ2,1,0,0.00
subadvisory,20180402,14,06,Anonymous-User,1,2,1045.00
subadvisory,20180402,14,17,Anonymous-User,1,0,0.00
subadvisory,20180508,10,56,daf5bc05-b53d-e811-a822-00155d9b3b30,1,0,51.00
subadvisory,20180508,15,06,daf5bc05-b53d-e811-a822-00155d9b3b30,1,2,208.00
subadvisory,20180509,22,17,Anonymous-User,1,0,0.00
subadvisory,20180510,09,05,Anonymous-User,1,1,608.00
subadvisory,20180510,10,09,Anonymous-User,1,0,0.00
subadvisory,20180510,11,30,U001GGM,1,0,0.00
subadvisory,20180514,11,00,Anonymous-User,1,1,8.00
subadvisory,20180518,09,28,2f663e01-995a-e811-bd6d-00155d9b4cc4,1,1,21.00
subadvisory,20180518,10,04,Anonymous-User,1,1,15.00
subadvisory,20180524,06,28,Anonymous-User,1,1,12.00
subadvisory,20180530,07,07,Anonymous-User,1,2,72.00
subadvisory,20180612,10,32,c5efcf93-2c56-e711-8107-5065f38afab1,1,14,3076.00
subadvisory,20180618,11,47,U0009EW,1,0,495.00
subadvisory,20180621,13,18,Anonymous-User,1,2,24.00
Subadvisory,20180402,14,23,Anonymous-User,1,0,0.00
Subadvisory,20180410,14,37,U0007Z3,1,1,388.00
Subadvisory,20180506,19,54,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,3,336.00
Subadvisory,20180509,10,03,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,0,38.00
Subadvisory,20180510,03,26,U000N79,1,5,129.00
Subadvisory,20180510,05,46,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,36.00
Subadvisory,20180515,12,38,Anonymous-User,1,1,44.00
Subadvisory,20180601,11,11,U000XN9,1,3,298.00
SUBadvisory,20180517,14,29,1ca45e3a-fde7-e611-80fa-5065f38bf1b1,1,1,1314.00
subadvisory marketplace,20180509,16,06,Anonymous-User,1,4,284.00
subadvisory marketplace,20180510,11,09,b637f314-ece0-e711-9403-00155d9b700f,1,2,107.00
subadvisory markets,20180425,11,44,U000161,1,0,24.00
subadvisory work as mandates in single-managed funds,20180518,11,09,Anonymous-User,1,4,37.00
SUbscription,20180605,16,47,U0011PE,1,0,39.00
succession,20180411,23,00,Anonymous-User,1,1,31.00
succession,20180416,17,10,Anonymous-User,1,1,60.00
succession,20180509,10,58,Anonymous-User,1,1,42.00
succession,20180521,13,20,U001EXA,1,0,221.00
succession,20180521,18,08,Anonymous-User,1,1,12.00
succession,20180524,12,37,Anonymous-User,1,1,135.00
succession,20180531,10,32,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
succession,20180608,11,36,U000B8R,1,0,542.00
succession,20180611,14,03,Anonymous-User,1,3,162.00
succession,20180619,11,14,Anonymous-User,1,1,27.00
succession,20180620,11,22,Anonymous-User,1,2,26.00
succession,20180621,10,37,35b89fb0-5c6b-e811-8120-c4346bdc0301,1,0,29.00
succession plan,20180422,11,02,Anonymous-User,1,1,70.00
succession plan,20180608,16,11,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
succession planning,20180604,14,37,Anonymous-User,1,0,0.00
succession planning,20180605,12,47,Anonymous-User,1,0,0.00
succession planning,20180612,15,26,Anonymous-User,1,0,0.00
succession planning,20180621,10,30,35b89fb0-5c6b-e811-8120-c4346bdc0301,1,1,39.00
sun life,20180507,15,02,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,12.00
sundaram finance,20180503,07,35,U001HT1,1,0,0.00
sunlife,20180507,15,02,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
survey,20180404,16,32,Anonymous-User,1,0,0.00
survey,20180416,13,37,Anonymous-User,1,6,69.00
survey,20180426,10,15,U001I71,1,0,0.00
sweden,20180419,07,11,Anonymous-User,1,6,317.00
Sweden,20180507,07,03,Anonymous-User,1,0,0.00
Swisscanto,20180410,05,21,d8aec40d-b194-e711-9401-00155d9b7ba3,1,1,130.00
switzerland,20180605,02,31,Anonymous-User,1,1,346.00
Switzerland,20180623,12,12,Anonymous-User,1,0,0.00
Switzerland,20180625,05,50,Anonymous-User,1,0,0.00
tactical,20180406,10,43,7378da62-32d5-e711-8107-c4346bdcf291,1,0,61.00
Taft Hartley,20180622,06,32,U001HJB,1,0,0.00
taiwan,20180508,22,05,8d12681a-b52d-e811-8112-c4346bdc0371,1,0,60.00
taiwan,20180514,10,57,U001ALP,1,0,88.00
taiwan,20180518,03,18,8d12681a-b52d-e811-8112-c4346bdc0371,1,7,240.00
taiwan,20180531,22,56,Anonymous-User,1,1,23.00
taiwan,20180604,23,13,Anonymous-User,1,0,0.00
taiwan,20180619,02,20,U001KQ9,1,0,0.00
Taiwan,20180406,00,02,Anonymous-User,1,0,0.00
Taiwan,20180408,00,39,Anonymous-User,1,0,0.00
Taiwan,20180408,22,13,U001GGJ,1,0,3.00
Taiwan,20180410,09,32,Anonymous-User,1,0,16.00
Taiwan,20180530,04,48,Anonymous-User,1,0,0.00
Taiwan,20180617,02,34,Anonymous-User,1,0,0.00
taiwan asset management,20180607,04,00,f439bb82-7869-e811-9cca-00155d9b44f8,1,0,191.00
tamp,20180403,18,01,Anonymous-User,1,0,11.00
tamp,20180411,15,30,U000X7N,1,0,22.00
tamp,20180508,14,51,U000WC3,1,8,1137.00
tamp,20180508,15,11,Anonymous-User,1,4,11.00
tamp,20180530,11,45,d50db4b5-ebd5-e711-9401-00155d9b40ed,1,1,359.00
tamp,20180604,10,45,1218eecc-4e58-e811-bd6d-00155d9b4cc4,1,4,121.00
tamp,20180604,20,37,Anonymous-User,1,0,0.00
tamp,20180608,10,36,Anonymous-User,1,1,212.00
tamp,20180611,11,09,U001K85,1,0,451.00
tamp,20180611,11,54,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,116.00
tamp,20180613,13,26,U0008OQ,1,0,37.00
TAMP,20180406,12,33,Anonymous-User,1,0,291.00
TAMP,20180416,12,44,U001HOT,1,1,78.00
TAMP,20180416,14,23,Anonymous-User,1,3,42.00
TAMP,20180508,13,19,U000WC3,1,0,41.00
TAMP,20180508,13,24,U000WC3,1,0,88.00
TAMP,20180508,14,46,U000WC3,1,0,60.00
TAMP,20180511,12,33,U00106M,1,0,15.00
TAMP,20180515,15,53,Anonymous-User,1,0,57.00
TAMP,20180526,23,07,Anonymous-User,1,1,45.00
TAMP,20180530,14,27,84d091de-0b31-e711-80ff-5065f38bf1b1,1,2,47.00
TAMP,20180604,12,43,91336f07-024f-e811-bd6d-00155d9b4cc4,1,2,1408.00
TAMP,20180611,10,49,U001K85,1,4,67.00
TAMP,20180612,12,21,Anonymous-User,1,3,128.00
TAMP,20180625,11,08,U0003MK,1,0,0.00
tamp update,20180614,09,46,Anonymous-User,1,3,1518.00
tamps,20180522,21,09,Anonymous-User,1,0,0.00
TAMPs,20180402,08,52,U001BYJ,1,0,42.00
TAMPs,20180413,11,28,U001ITK,1,1,233.00
TAMPs,20180604,12,43,U001A0I,1,0,102.00
TAMPs,20180606,22,14,Anonymous-User,1,0,21.00
TAMPS,20180411,10,16,Anonymous-User,1,0,0.00
TAMPS,20180424,14,21,0092382e-4fbe-e711-8107-c4346bdca201,1,0,63.00
TAMPS,20180530,14,27,84d091de-0b31-e711-80ff-5065f38bf1b1,1,0,0.00
target data,20180402,11,22,Anonymous-User,1,0,9.00
target date,20180402,11,22,Anonymous-User,1,0,57.00
target date,20180411,15,37,U001L2S,1,0,95.00
target date,20180424,09,12,e2405d60-b9a7-e711-9401-00155d9b7010,1,0,43.00
target date,20180425,11,24,e2405d60-b9a7-e711-9401-00155d9b7010,1,0,777.00
target date,20180503,09,42,e2405d60-b9a7-e711-9401-00155d9b7010,1,0,70.00
target date,20180504,08,06,Anonymous-User,1,0,0.00
target date,20180523,08,57,U0019Q5,1,0,11.00
target date,20180529,15,33,U0019Q5,1,0,29.00
target date,20180530,09,18,82293565-bba6-e611-9403-00155d6148c2,1,0,19.00
target date,20180604,08,11,82293565-bba6-e611-9403-00155d6148c2,1,0,0.00
target date,20180627,14,00,3d90b720-1c7a-e811-9cca-00155d9b44f8,1,0,45.00
TARGET DATE,20180607,08,41,Anonymous-User,1,1,18.00
target date aggressive,20180627,14,00,3d90b720-1c7a-e811-9cca-00155d9b44f8,1,0,13.00
Target date CAGR,20180402,11,30,Anonymous-User,1,1,775.00
Target date fund,20180625,09,35,daf5bc05-b53d-e811-a822-00155d9b3b30,1,3,1725.00
target date funds,20180410,18,08,U000Y2D,1,0,0.00
target date funds,20180417,15,45,2b36d866-522c-e811-810e-c4346bdc0301,1,1,64.00
target date funds,20180425,11,37,e2405d60-b9a7-e711-9401-00155d9b7010,1,0,128.00
target date funds,20180518,15,07,U001LY6,1,3,228.00
target date funds,20180518,19,51,Anonymous-User,1,0,0.00
target date funds,20180625,09,33,daf5bc05-b53d-e811-a822-00155d9b3b30,1,4,133.00
target date funds glide path,20180424,17,46,U0011J7,1,0,0.00
target risk,20180620,16,00,2b36d866-522c-e811-810e-c4346bdc0301,1,0,0.00
target risk,20180621,15,21,2b36d866-522c-e811-810e-c4346bdc0301,1,0,259.00
target-date,20180402,11,23,U000161,1,2,252.00
target-date,20180406,10,41,7378da62-32d5-e711-8107-c4346bdcf291,1,0,124.00
target-date fund,20180622,09,52,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
Target-Date Fund,20180408,22,12,U001GGJ,1,1,18.00
Target-Date Fund,20180411,16,27,Anonymous-User,1,0,0.00
Target-Date Fund,20180417,15,46,2b36d866-522c-e811-810e-c4346bdc0301,1,1,84.00
Target-Date Fund,20180423,23,52,4cfddb4f-70b4-e711-8105-c4346bdca201,1,4,176.00
Target-Date Fund,20180425,11,39,e2405d60-b9a7-e711-9401-00155d9b7010,1,2,57.00
Target-Date Fund,20180427,10,33,Anonymous-User,1,0,0.00
Target-Date Fund,20180428,11,04,Anonymous-User,1,5,33.00
Target-Date Fund,20180501,23,32,Anonymous-User,1,0,0.00
Target-Date Fund,20180605,13,37,Anonymous-User,1,0,25.00
Target-Date Fund,20180622,02,25,Anonymous-User,1,0,0.00
targeting the female investor,20180404,11,45,Anonymous-User,1,1,3.00
tax defeered,20180417,14,11,U001LIW,1,0,12.00
tax deferred,20180417,14,11,U001LIW,1,1,28.00
tax loss harvesting,20180405,15,29,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,58.00
tax planning,20180423,13,18,Anonymous-User,1,1,1637.00
taxable,20180405,17,23,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,1,725.00
taxable,20180405,17,23,Anonymous-User,1,6,31.00
taxable,20180417,13,54,U001LIW,1,0,1039.00
taxes,20180418,15,22,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,2,341.00
TD,20180501,16,48,7389721d-0c48-e811-a822-00155d9b3b30,1,0,0.00
TD,20180611,22,13,U001K1F,1,0,43.00
tdf,20180501,08,20,e2405d60-b9a7-e711-9401-00155d9b7010,1,4,114.00
TDF,20180425,11,37,e2405d60-b9a7-e711-9401-00155d9b7010,1,0,13.00
team,20180515,02,15,U000B8R,1,0,395.00
team,20180518,18,38,U0011PY,1,3,62.00
team,20180523,13,58,U001CKT,1,0,34.00
team,20180604,09,05,U001CKT,1,2,186.00
team,20180605,13,28,U001BII,1,0,136.00
team,20180605,14,41,U001CKT,1,1,118.00
team structure,20180403,10,42,Anonymous-User,1,1,10.00
Team-Based Practice,20180424,09,18,Anonymous-User,1,3,13.00
Team-Based Practice,20180424,13,40,U001HPR,1,0,28.00
Team-Based Practice,20180524,12,36,Anonymous-User,1,1,49.00
Team-Based Practice,20180604,11,19,Anonymous-User,1,6,115.00
Team-Based Practice,20180620,17,43,Anonymous-User,1,0,0.00
teaming,20180504,12,37,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,24.00
teaming,20180515,09,18,Anonymous-User,1,2,68.00
teaming,20180518,18,39,U0011PY,1,0,14.00
tech investment,20180622,15,27,U001CKT,1,5,67.00
technology,20180427,18,00,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,203.00
technology,20180502,22,33,U001D75,1,0,1057.00
technology,20180604,16,16,U001KI4,1,0,0.00
Technology,20180405,09,08,372253e0-d238-e811-bbd3-00155d9b6fb4,1,11,923.00
Technology,20180426,08,36,Anonymous-User,1,1,66.00
Technology,20180611,06,59,Anonymous-User,1,0,16.00
Technology,20180624,10,24,Anonymous-User,1,0,0.00
Technology,20180629,15,10,Anonymous-User,1,0,0.00
technology in advisor practices,20180619,10,36,U001KI4,1,0,5.00
technology investment,20180622,15,28,U001CKT,1,3,31.00
technology spending,20180416,17,18,f90802b2-61a4-e711-9401-00155d9b7010,1,0,483.00
technology trends,20180626,10,37,Anonymous-User,1,1,22.00
Telstra,20180415,21,32,81c801ed-c412-e811-90ce-00155d9b90b7,1,9,1453.00
ten themes,20180515,21,28,Anonymous-User,1,0,14.00
ten themes,20180620,07,58,Anonymous-User,1,0,6.00
texting,20180406,09,46,Anonymous-User,1,6,1487.00
thailand,20180509,22,20,U001A4P,1,1,37.00
thailand,20180510,05,30,U001A4P,1,1,1126.00
Thailand,20180410,04,31,Anonymous-User,1,0,0.00
Thailand,20180622,22,13,Anonymous-User,1,0,0.00
The average age of a financial professional,20180409,20,53,Anonymous-User,1,0,28.00
The Cerulli Edge,20180628,11,42,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,0.00
the cerulli edge - u. s. retail investor edition,20180404,11,39,Anonymous-User,1,0,10.00
The Cerulli Edge - U.S. Managed Accounts Edition,20180413,15,18,U0001OP,1,0,56.00
The Cerulli Edge - U.S. Monthly Product Trends Edition,20180613,14,02,041bcfa0-3b08-e811-90cd-00155d9b643b,1,0,23.00
The Cerulli Edge – U.S. Advisor Edition,20180410,10,41,U001IAT,1,0,377.00
The Cerulli Edge Platforms,20180629,10,06,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,190.00
The Cerulli Report - Global Markets 2016: Expert Forecasts and Incisive Analysis,20180405,00,44,be0c620f-b7ee-e611-93ff-00155d611931,1,0,7.00
The Cerulli Report US Retail Investor Advice Relationships 2017,20180404,11,04,993361d5-50d4-e711-9404-00155d9b6db4,1,0,3.00
The Cerulli Report US Retial Investor Advice Relationships 2017,20180404,11,04,993361d5-50d4-e711-9404-00155d9b6db4,1,0,9.00
The Cerulli report: Advisor metrics 2015,20180626,15,37,Anonymous-User,1,0,0.00
The Cerulli Report: Retail Investor Advice Relationships 2017,20180627,13,52,ea6d5c02-db2d-e811-bbd3-00155d9b6fb4,1,0,100.00
The Cerulli Report: The State of U.S. Retail and Institutional Asset Management 2017,20180604,23,13,07631dd7-6b87-e711-810b-5065f38afab1,1,1,871.00
The Cerulli Report: U.S. Advisor Metrics 2016: Combatting Fee and Margin Pressure,20180424,19,10,90016c60-450b-e711-9403-00155d615d9c,1,0,18.00
The Cerulli Report: U.S. Defined Contribution Distribution 2016,20180425,10,51,U0011J7,1,1,152.00
The Cerulli Report: U.S. Defined Contribution Distribution 2017,20180425,10,50,U0011J7,1,1,115.00
The Cerulli Report: U.S. Intermediary Distribution 2017: Operating in a Data-Driven World,20180509,06,03,U000XR9,1,0,559.00
The Cerulli Report: U.S. Retirement Markets 2017,20180604,23,28,07631dd7-6b87-e711-810b-5065f38afab1,1,1,11.00
the great wealth transfer,20180416,21,45,007dcb6b-e6d1-e611-80fc-5065f38afab1,1,0,177.00
the neglected generation,20180404,16,33,Anonymous-User,1,0,5.00
the next generation of planning,20180406,16,33,abb2f816-8337-e811-8110-c4346bdcf291,1,1,25.00
the next generation of planning,20180619,19,50,Anonymous-User,1,1,42.00
The Next Generation of Planning,20180502,18,27,82fe906a-b3a7-e711-9401-00155d9b7010,1,0,13.00
the next generation of the retirement market,20180613,10,16,e2405d60-b9a7-e711-9401-00155d9b7010,1,0,6.00
the rise of ESG in alternatives,20180418,06,20,7b51ecbf-90bc-e611-80fb-5065f38be1c1,1,0,9.00
The Rising Demand for Outcome-Oriented Client Strategies,20180404,08,35,Anonymous-User,1,1,8.00
The Rising Demand for Outcome-Oriented Client Strategies,20180404,09,19,Anonymous-User,1,1,1.00
the state of institutional,20180430,20,01,ae14e9cc-ad4c-e811-a822-00155d9b3b30,1,0,0.00
The State of Retail and Institutional,20180430,09,28,26dc96ef-5079-e711-9401-00155d6146df,1,13,148.00
The State of Retail and Institutional Asset Management,20180405,14,15,38cd0260-a923-e811-8110-c4346bdca201,1,0,25.00
The State of Retail and Institutional Asset Management 2017 Report,20180405,14,15,38cd0260-a923-e811-8110-c4346bdca201,1,0,8.00
the state of U.S.,20180621,20,10,U00170L,1,1,29.00
