Search Term,Date,Hour,Minute,User ID,Total Unique Searches,Search Depth,Time after Search
Mutual Fund Advisory,20180423,12,00,Anonymous-User,1,0,0.00
Mutual Fund Advisory,20180425,22,45,Anonymous-User,1,2,30.00
Mutual Fund Advisory,20180426,20,27,Anonymous-User,1,0,0.00
Mutual Fund Advisory,20180523,17,52,29204a64-3f58-e811-811f-c4346bdca201,1,3,45.00
Mutual Fund Advisory,20180524,12,47,ddb169eb-f35e-e811-bd6d-00155d9b4cc4,1,1,59.00
Mutual Fund Advisory,20180613,10,38,020a3b31-b06d-e811-9cca-00155d9b44f8,1,1,3.00
Mutual Fund Advisory,20180618,19,06,Anonymous-User,1,0,0.00
Mutual Fund Advisory,20180623,00,05,Anonymous-User,1,0,0.00
MUTUAL FUND ADVISORY,20180605,18,31,Anonymous-User,1,0,0.00
mutual fund advisory program in assets,20180426,12,19,Anonymous-User,1,0,0.00
mutual fund and cit,20180619,11,19,b94d53a8-3455-e711-9400-00155d615d9c,1,0,36.00
mutual fund penetration,20180508,00,06,U001LKG,1,2,57.00
mutual fund penetration,20180511,02,53,U001LKG,1,3,197.00
Mutual fund use,20180418,13,11,U0008OQ,1,0,18.00
mutual funds,20180501,06,15,Anonymous-User,1,0,54.00
mutual funds,20180612,16,37,Anonymous-User,1,10,361.00
mutual funds ucits,20180627,14,34,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,0.00
national accounts,20180509,10,46,b94202d5-7c2f-e711-9400-00155d613980,1,0,361.00
National and regional investment consultants,20180605,10,29,7378da62-32d5-e711-8107-c4346bdcf291,1,0,0.00
nationwide,20180529,16,10,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,84.00
neglected,20180404,16,34,Anonymous-User,1,0,0.00
negotiation,20180430,19,07,7ce2d8c0-2751-e711-8107-5065f38afab1,1,0,46.00
nepotism,20180430,15,45,Anonymous-User,1,0,5.00
NET FLOW,20180512,16,11,87a78239-5a9e-e711-9401-00155d9b7010,1,3,630.00
net inflows from 2016 to 2020,20180604,10,43,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,7.00
netflix,20180605,15,26,da3b708f-6f68-e811-9cca-00155d9b44f8,1,0,0.00
Networks by AUM,20180417,04,25,Anonymous-User,1,1,28.00
netx360,20180604,09,50,2826aa1c-1e65-e811-bd6d-00155d9b4cc4,1,0,7.00
new advisor,20180509,15,04,U001LRR,1,4,408.00
New wholesaler,20180407,16,37,Anonymous-User,1,0,0.00
new Zealand,20180531,06,02,U001A4P,1,0,234.00
new Zealand,20180531,07,11,U001A4P,1,5,37.00
next generation,20180410,11,47,Anonymous-User,1,5,81.00
niche,20180608,15,59,Anonymous-User,1,1,161.00
Niobium,20180504,14,08,Anonymous-User,1,1,21.00
No Free Lunch,20180601,16,48,Anonymous-User,1,0,35.00
no load redemption rate,20180601,18,01,U001CTL,1,0,16.00
non qualified,20180619,18,37,041bcfa0-3b08-e811-90cd-00155d9b643b,1,0,0.00
Non qualified deferred Compensation,20180504,03,08,U001H74,1,0,4.00
non-profit,20180514,09,51,Anonymous-User,1,0,0.00
non-resident client,20180628,14,34,U0003MK,1,0,0.00
non-traditional,20180515,21,28,Anonymous-User,1,0,0.00
nondiscrimination,20180523,16,39,U001A0I,1,1,98.00
nonprofit,20180514,09,51,Anonymous-User,1,0,8.00
nordics,20180529,09,44,b0c9fd64-c713-e711-9403-00155d615d9c,1,0,0.00
nordics,20180612,06,10,Anonymous-User,1,1,18.00
nordics,20180622,10,02,Anonymous-User,1,0,0.00
north american,20180402,11,24,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,89.00
north american,20180416,13,39,Anonymous-User,1,7,153.00
north american,20180612,14,56,Anonymous-User,1,0,0.00
north american institu,20180612,14,56,Anonymous-User,1,0,5.00
north american institutional,20180604,11,04,Anonymous-User,1,1,10.00
North American institutional,20180613,04,27,U0011IK,1,1,25.00
north american institutional markets,20180424,12,43,c5efcf93-2c56-e711-8107-5065f38afab1,1,4,132.00
north american institutional markets,20180517,15,20,U001AB0,1,3,75.00
north american institutional markets,20180529,08,45,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,745.00
North American Institutional Markets,20180606,23,01,U000U6E,1,0,35.00
North American Institutional Markets 2017: Strategies for Implementing Customized Services Across Client Segments,20180413,15,08,d0c9fb0e-3aa8-e711-9401-00155d9b7010,1,0,0.00
North American Institutional Markets 2017: Strategies for Implementing Customized Services Across Client Segments,20180502,16,42,b7edf509-0f8c-e711-9401-00155d611cf8,1,5,66.00
northwestern mutual,20180521,12,56,U001715,1,0,365.00
Northwestern Mutual,20180521,12,55,U001715,1,2,43.00
number of financial advisors,20180420,15,20,Anonymous-User,1,2,133.00
number of funds,20180409,17,21,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,25.00
number of funds,20180420,13,53,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,1.00
number of meetings,20180426,12,03,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,23.00
number of personnel dedicated to investment manager research,20180501,16,15,Anonymous-User,1,0,199.00
number of products,20180409,17,21,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,35.00
nuveen,20180406,12,53,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,33.00
nuveen,20180406,13,48,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,0,49.00
nuveen,20180410,14,04,dfd03f16-e1fa-e711-90cd-00155d9b643b,1,1,1326.00
o'shea,20180420,13,28,Anonymous-User,1,6,1709.00
och,20180507,15,17,Anonymous-User,1,0,10.00
Och-ziff,20180507,15,17,Anonymous-User,1,22,245.00
OCI0,20180531,16,00,bab1f9b5-f764-e811-bd6d-00155d9b4cc4,1,0,5.00
ocio,20180402,11,04,U001BII,1,2,41.00
ocio,20180404,16,41,U001BII,1,1,14.00
ocio,20180409,15,20,U0005P4,1,1,54.00
ocio,20180423,20,40,f1b17977-4ae7-e711-bd60-00155d9b3589,1,0,140.00
ocio,20180424,20,18,5d1e5900-f147-e811-a822-00155d9b3b30,1,3,334.00
ocio,20180425,15,31,U001LUF,1,0,654.00
ocio,20180427,18,01,5d1e5900-f147-e811-a822-00155d9b3b30,1,0,169.00
ocio,20180430,16,13,dacb206f-943d-e811-8116-c4346bdc0371,1,0,257.00
ocio,20180502,22,20,U001D75,1,2,115.00
ocio,20180515,15,50,93cac85c-ce55-e711-8108-5065f38be1c1,1,1,50.00
ocio,20180516,17,19,U001D75,1,0,51.00
ocio,20180518,15,11,Anonymous-User,1,0,0.00
ocio,20180522,11,53,U001D75,1,4,172.00
ocio,20180531,15,55,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,1567.00
ocio,20180601,16,08,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,566.00
ocio,20180606,14,31,U001GY6,1,0,251.00
ocio,20180607,12,13,c5efcf93-2c56-e711-8107-5065f38afab1,1,27,2675.00
ocio,20180607,20,56,Anonymous-User,1,1,18.00
ocio,20180622,09,42,Anonymous-User,1,1,41.00
OCIO,20180424,20,18,Anonymous-User,1,11,141.00
OCIO,20180427,17,54,323cd243-cfe5-e711-9403-00155d9b700f,1,1,556.00
OCIO,20180430,04,59,5c082b24-57c1-e611-80fc-5065f38be1c1,1,0,25.00
OCIO,20180501,14,19,U001GN8,1,0,34.00
OCIO,20180504,16,23,535ac61e-f5a2-e711-9401-00155d9b7010,1,2,116.00
OCIO,20180507,12,50,Anonymous-User,1,1,134.00
OCIO,20180508,10,44,Anonymous-User,1,0,0.00
OCIO,20180509,02,14,Anonymous-User,1,1,59.00
OCIO,20180516,10,45,93cac85c-ce55-e711-8108-5065f38be1c1,1,0,0.00
OCIO,20180518,09,13,U0017R5,1,4,100.00
OCIO,20180518,11,42,Anonymous-User,1,1,23.00
OCIO,20180522,15,20,U0019Q5,1,0,1757.00
OCIO,20180524,10,18,ac103b9c-a923-e811-8110-c4346bdca201,1,0,934.00
OCIO,20180524,16,50,U001AB0,1,1,1514.00
OCIO,20180529,08,44,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,34.00
OCIO,20180531,15,05,bab1f9b5-f764-e811-bd6d-00155d9b4cc4,1,4,1260.00
OCIO,20180531,15,57,bab1f9b5-f764-e811-bd6d-00155d9b4cc4,1,10,147.00
OCIO,20180605,18,12,U001IL9,1,1,64.00
OCIO,20180621,08,29,Anonymous-User,1,0,36.00
OCIO,20180626,16,35,Anonymous-User,1,1,137.00
OCIO,20180628,10,47,Anonymous-User,1,0,0.00
ocio assets,20180412,15,39,Anonymous-User,1,1,72.00
OCIO use,20180428,15,41,323cd243-cfe5-e711-9403-00155d9b700f,1,0,10.00
OCIO Vanguard,20180501,14,20,U001GN8,1,0,6.00
OCIOP,20180518,11,42,Anonymous-User,1,0,5.00
"Of the $4 trillion in assets under management by RIAs in 2016, about 60 percent or $2.4 trillion was controlled by large billion-dollar RIAs",20180625,09,30,U000N4U,1,0,41.00
Office of Supervisory Jurisdiction,20180402,11,12,c5efcf93-2c56-e711-8107-5065f38afab1,1,1,1017.00
official institutions,20180523,14,08,U000AD6,1,0,30.00
offshore,20180504,18,08,d153585d-011b-e811-90ce-00155d9b412e,1,0,51.00
offshore,20180621,16,34,2b36d866-522c-e811-810e-c4346bdc0301,1,0,148.00
offshore,20180626,15,28,U000ZV6,1,1,66.00
offshore fund,20180626,15,28,U000ZV6,1,0,33.00
offshore liquidity,20180621,13,30,2b36d866-522c-e811-810e-c4346bdc0301,1,0,5.00
offshoring,20180419,09,41,U001I71,1,0,1024.00
oig,20180523,14,08,U000AD6,1,0,6.00
onboarding,20180606,12,17,Anonymous-User,1,0,0.00
online,20180427,13,26,44d4c09a-9149-e811-a822-00155d9b3b30,1,35,1537.00
online brokerage,20180524,16,01,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,69.00
only 38% of financial planners provide holistic financial-planning services,20180626,13,16,Anonymous-User,1,0,12.00
open architecture,20180522,09,29,Anonymous-User,1,1,32.00
open architecture,20180613,13,26,Anonymous-User,1,0,0.00
operating expenses trends,20180501,18,21,Anonymous-User,1,0,0.00
operational excellence,20180523,09,44,Anonymous-User,1,0,0.00
Operations,20180418,12,32,Anonymous-User,1,0,0.00
Operations,20180507,17,29,Anonymous-User,1,1,34.00
Operations,20180508,17,54,251b5abb-3e3f-e811-a822-00155d9b3b30,1,0,0.00
Operations,20180514,12,50,8762c57e-8c57-e811-bd6d-00155d9b4cc4,1,1,56.00
Operations,20180517,15,07,U0018O2,1,0,0.00
Operations,20180614,16,00,Anonymous-User,1,5,118.00
Operations,20180614,16,40,Anonymous-User,1,1,20.00
Operations,20180626,19,55,Anonymous-User,1,0,0.00
operations costs,20180517,15,06,U0018O2,1,1,52.00
Opportunity Index,20180403,22,53,Anonymous-User,1,0,8.00
Opportunity Index,20180621,18,50,Anonymous-User,1,0,0.00
options,20180509,09,45,U001KI4,1,0,482.00
org design,20180417,15,19,6a6aab6c-6842-e811-a822-00155d9b3b30,1,0,10.00
org structure,20180417,15,19,6a6aab6c-6842-e811-a822-00155d9b3b30,1,0,6.00
organisation,20180410,08,36,Anonymous-User,1,0,20.00
organisational structure,20180410,08,37,Anonymous-User,1,0,22.00
organization,20180417,15,19,6a6aab6c-6842-e811-a822-00155d9b3b30,1,1,68.00
organization of research analysts,20180501,16,18,Anonymous-User,1,0,0.00
organization structur,20180417,15,19,6a6aab6c-6842-e811-a822-00155d9b3b30,1,0,5.00
organization structure,20180417,13,58,Anonymous-User,1,1,101.00
organizational structure,20180417,14,25,6a6aab6c-6842-e811-a822-00155d9b3b30,1,3,647.00
Organizations,20180417,13,59,Anonymous-User,1,4,230.00
Organizations,20180417,14,13,6a6aab6c-6842-e811-a822-00155d9b3b30,1,0,55.00
Organizations,20180508,17,57,Anonymous-User,1,0,0.00
Organizations,20180529,11,51,6a6aab6c-6842-e811-a822-00155d9b3b30,1,11,1867.00
Organizations,20180623,04,55,Anonymous-User,1,0,0.00
oriion,20180604,18,36,4bedb979-4df2-e711-8109-c4346bdc0301,1,0,3.00
orion,20180604,18,36,4bedb979-4df2-e711-8109-c4346bdc0301,1,2,26.00
orion,20180614,17,09,4bedb979-4df2-e711-8109-c4346bdc0301,1,0,0.00
osj,20180402,11,10,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,74.00
osj,20180609,19,53,U001D75,1,0,4.00
osj,20180611,11,10,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,396.00
osj,20180611,14,45,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
osj,20180612,10,39,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
outsourc,20180425,18,13,U0007MH,1,0,17.00
outsourc,20180514,02,33,Anonymous-User,1,0,0.00
outsource,20180409,09,51,Anonymous-User,1,0,49.00
outsource,20180409,14,02,Anonymous-User,1,6,38.00
outsource,20180425,17,47,U0007MH,1,0,187.00
outsource,20180531,17,12,Anonymous-User,1,0,0.00
Outsource,20180509,06,13,U000XR9,1,0,62.00
outsourced,20180606,15,04,U001GY6,1,0,64.00
outsourced,20180619,09,12,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
Outsourced,20180509,06,14,U000XR9,1,0,29.00
outsourced cio,20180413,03,21,Anonymous-User,1,1,35.00
outsourced cio,20180606,14,35,U001GY6,1,1,1764.00
outsourced CIO,20180524,10,34,ac103b9c-a923-e811-8110-c4346bdca201,1,1,361.00
oUTSOURCED cio,20180504,13,19,63b8df90-fc26-e811-810d-c4346bdcf291,1,3,150.00
outsourced middle office provider,20180426,07,36,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,298.00
outsourcing,20180411,06,41,Anonymous-User,1,0,0.00
outsourcing,20180419,09,58,U001I71,1,0,1253.00
outsourcing,20180425,17,43,U0007MH,1,0,65.00
outsourcing,20180426,07,35,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,38.00
outsourcing,20180430,14,16,Anonymous-User,1,0,201.00
outsourcing,20180515,13,44,Anonymous-User,1,0,0.00
outsourcing,20180529,15,37,Anonymous-User,1,0,24.00
outsourcing,20180606,04,24,U0003LX,1,0,0.00
outsourcing,20180611,21,21,Anonymous-User,1,4,141.00
Outsourcing,20180420,11,26,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,1,335.00
Outsourcing,20180509,05,53,U000XR9,1,1,128.00
outsourcing asset allocation,20180425,17,47,U0007MH,1,0,19.00
outsourcing investment selection,20180607,11,40,U001DLO,1,0,0.00
outsourcing middle office,20180426,07,36,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,17.00
outsourcing service providers,20180426,07,41,f72c597b-0f27-e811-bbd3-00155d9b3547,1,0,159.00
Overlay,20180402,05,42,Anonymous-User,1,0,735.00
Overlay,20180410,09,33,U001KI4,1,0,232.00
Overlay,20180601,09,45,c42bad34-580b-e811-90cd-00155d9b643b,1,4,161.00
Overlay,20180613,01,42,7d6aacd8-5d38-e811-bbd3-00155d9b6fb4,1,1,45.00
Overlay,20180621,17,32,Anonymous-User,1,0,0.00
overview of advisor channels,20180523,18,31,4a946f66-fcfa-e711-810a-c4346bdcf291,1,1,80.00
p,20180413,18,29,7d537a18-df39-e811-bbd3-00155d9b6fb4,1,1,82.00
pacific,20180530,10,23,4cb72719-18cb-e711-8109-c4346bdca201,1,0,0.00
pacific life,20180407,12,56,U00000Y,1,0,73.00
Packaged ETFs,20180430,14,57,U000929,1,0,7.00
packaged model,20180418,16,05,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,24.00
parametric,20180502,09,19,556bffaf-7441-e811-a822-00155d9b3b30,1,0,0.00
participant,20180625,13,37,Anonymous-User,1,0,34.00
participant questions,20180625,13,36,Anonymous-User,1,0,24.00
passice,20180521,11,40,U001D4Q,1,0,4.00
passive,20180424,14,18,U001KXE,1,0,41.00
passive,20180424,15,56,U001KXE,1,0,1795.00
passive,20180507,17,52,b1aac45d-55df-e711-810b-c4346bdca201,1,0,0.00
passive,20180509,14,00,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,2,1231.00
passive,20180510,08,58,Anonymous-User,1,0,0.00
passive,20180521,11,39,U001D4Q,1,3,31.00
passive,20180529,11,06,Anonymous-User,1,0,1565.00
passive,20180531,16,17,Anonymous-User,1,6,222.00
passive,20180604,12,32,45ac34c6-a923-e811-8110-c4346bdca201,1,6,1297.00
passive,20180611,12,06,U001K85,1,1,2740.00
passive,20180618,18,55,U0016SH,1,0,0.00
Passive AUM,20180529,11,32,Anonymous-User,1,2,1490.00
passive cagr,20180420,13,02,U0012LU,1,2,50.00
passive fund management market share,20180522,20,13,07631dd7-6b87-e711-810b-5065f38afab1,1,0,550.00
passive funds,20180522,20,25,07631dd7-6b87-e711-810b-5065f38afab1,1,0,98.00
passive investing,20180522,20,06,07631dd7-6b87-e711-810b-5065f38afab1,1,1,20.00
passive management,20180405,14,16,38cd0260-a923-e811-8110-c4346bdca201,1,1,28.00
passive management,20180522,21,17,07631dd7-6b87-e711-810b-5065f38afab1,1,1,86.00
passive management,20180604,23,13,07631dd7-6b87-e711-810b-5065f38afab1,1,0,19.00
passive management market share,20180522,21,19,07631dd7-6b87-e711-810b-5065f38afab1,1,0,0.00
passive separately managed account,20180620,19,53,45f1119e-36c6-e611-9400-00155d615da4,1,6,93.00
passive SMA,20180620,19,53,45f1119e-36c6-e611-9400-00155d615da4,1,0,9.00
Paul Golden,20180629,11,09,Anonymous-User,1,1,14.00
paul koeniger,20180403,11,31,Anonymous-User,1,4,173.00
pay to platy,20180507,15,39,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,4.00
pay to play,20180507,15,39,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,22.00
pay-to-play,20180507,15,40,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,6.00
payment detail,20180426,21,11,Anonymous-User,1,0,0.00
payment methids,20180418,15,35,Anonymous-User,1,0,7.00
payment methods,20180418,15,35,Anonymous-User,1,0,0.00
peer to peer,20180417,07,48,Anonymous-User,1,7,116.00
pension,20180507,13,23,U000EQN,1,0,0.00
pension,20180516,13,00,ac103b9c-a923-e811-8110-c4346bdca201,1,0,43.00
pension,20180530,23,06,U0015WX,1,0,84.00
pension,20180616,09,42,U0016SH,1,1,2319.00
Pension,20180430,21,58,5d1e5900-f147-e811-a822-00155d9b3b30,1,4,243.00
Pension,20180523,15,12,f7de628b-474d-e811-bd6d-00155d9b58ad,1,3,113.00
Pension,20180524,14,10,ac103b9c-a923-e811-8110-c4346bdca201,1,0,32.00
Pension,20180613,06,11,Anonymous-User,1,0,0.00
Pension,20180617,10,17,Anonymous-User,1,0,0.00
pension allocations,20180428,18,22,Anonymous-User,1,9,250.00
pension buyout,20180403,16,50,Anonymous-User,1,0,0.00
pension fund,20180518,14,30,5a184a09-aa23-e811-8110-c4346bdca201,1,1,516.00
pension index passive,20180409,09,09,82293565-bba6-e611-9403-00155d6148c2,1,0,590.00
pension passive,20180409,09,00,82293565-bba6-e611-9403-00155d6148c2,1,4,515.00
pension plan funded,20180403,16,49,Anonymous-User,1,0,32.00
pension retirement,20180513,23,27,30805969-66fa-e711-810a-c4346bdcf291,1,0,0.00
penta,20180412,11,35,bf8c124f-032e-e811-bbd3-00155d9b6fb4,1,6,141.00
per client,20180423,16,51,6a6aab6c-6842-e811-a822-00155d9b3b30,1,1,94.00
percent of plans that outsource,20180522,15,49,U0019Q5,1,0,5.00
percent of plans that outsource,20180523,08,56,U0019Q5,1,0,9.00
performance,20180413,18,31,7d537a18-df39-e811-bbd3-00155d9b6fb4,1,0,24.00
Performance,20180606,10,25,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,0,1673.00
Performance,20180614,16,39,Anonymous-User,1,1,34.00
Performance,20180626,00,43,Anonymous-User,1,0,0.00
pershing,20180604,09,19,2826aa1c-1e65-e811-bd6d-00155d9b4cc4,1,1,237.00
Pershing,20180511,13,51,U001LCE,1,1,660.00
Pershing,20180511,15,17,U001LCE,1,0,17.00
personnel,20180522,10,37,Anonymous-User,1,5,103.00
philanthropy,20180613,11,02,67e35b96-d261-e711-9401-00155d614304,1,0,28.00
philanthropy,20180618,12,03,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,524.00
philantrophy,20180618,12,02,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,7.00
philantropy,20180618,12,03,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,16.00
Philippines,20180408,22,13,U001GGJ,1,0,3.00
Philippines,20180621,19,27,Anonymous-User,1,0,0.00
philippines asset management,20180406,06,40,Anonymous-User,1,2,418.00
philippines asset management,20180406,07,37,Anonymous-User,1,5,178.00
pig,20180523,14,08,U000AD6,1,0,4.00
PIMCO,20180529,02,44,U00123T,1,0,1101.00
placement,20180521,23,37,02a7dc7a-aaaa-e611-9406-00155d613b7f,1,0,17.00
placement agents,20180522,00,29,323cd243-cfe5-e711-9403-00155d9b700f,1,0,26.00
Plan Participants,20180423,13,48,Anonymous-User,1,0,0.00
Plan Participants,20180430,16,05,Anonymous-User,1,2,71.00
Plan Participants,20180518,06,24,Anonymous-User,1,0,0.00
plan performance,20180508,17,18,Anonymous-User,1,0,4.00
Plan Sponsor,20180629,16,22,Anonymous-User,1,1,33.00
Plan Sponsors,20180618,17,45,Anonymous-User,1,0,0.00
Plan Sponsors,20180624,03,59,Anonymous-User,1,0,0.00
platform,20180417,09,27,0f26657c-e00d-e811-90d1-00155d9b7b9a,1,1,36.00
platform,20180417,10,39,0f26657c-e00d-e811-90d1-00155d9b7b9a,1,2,98.00
platform,20180507,22,31,0c43c17e-6305-e711-93ff-00155d61506f,1,0,70.00
platform,20180529,12,22,6a6aab6c-6842-e811-a822-00155d9b3b30,1,1,770.00
platform,20180531,06,13,U000VLA,1,0,0.00
platform,20180611,14,02,U001KI4,1,0,412.00
Platform,20180402,16,24,2ea6a69d-e02d-e811-bbd3-00155d9b6fb4,1,0,0.00
Platform,20180406,01,30,Anonymous-User,1,1,83.00
Platform,20180501,17,14,3ce2a2aa-79c1-e611-80fb-5065f38a5961,1,0,79.00
Platform,20180501,23,20,Anonymous-User,1,4,754.00
Platform,20180619,12,26,U001BYJ,1,1,53.00
Platform,20180620,19,51,Anonymous-User,1,0,0.00
Platform,20180623,21,56,Anonymous-User,1,0,0.00
Platform,20180626,12,28,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,549.00
platform consolidation,20180410,10,59,U001KI4,1,0,199.00
platform offshore,20180626,15,33,U000ZV6,1,15,292.00
platform providers,20180607,14,35,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,124.00
platforms,20180628,11,16,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,81.00
Plus Ca Change,20180423,13,44,Anonymous-User,1,1,10.00
population,20180521,23,59,U001D75,1,0,12.00
population advice,20180521,23,59,U001D75,1,0,6.00
porfolio construction,20180611,16,59,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,8.00
portfolio,20180618,09,42,U001IL9,1,0,30.00
portfolio analysis,20180507,12,58,U001K05,1,0,200.00
portfolio construction,20180410,17,21,a2557064-8ea4-e711-9401-00155d9b7010,1,0,1294.00
portfolio construction,20180420,11,32,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,1,91.00
portfolio construction,20180426,17,53,926319de-58df-e711-8111-5065f38bd161,1,0,114.00
portfolio construction,20180518,10,43,Anonymous-User,1,0,24.00
portfolio construction,20180525,10,52,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,181.00
portfolio construction,20180605,14,58,3ebaa96f-3866-e711-9401-00155d614304,1,0,37.00
portfolio construction,20180605,15,45,3ebaa96f-3866-e711-9401-00155d614304,1,0,485.00
portfolio construction,20180606,15,58,U000EQN,1,1,115.00
portfolio construction,20180606,17,00,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,780.00
portfolio construction,20180611,17,00,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,24.00
portfolio construction,20180614,15,09,U001KI4,1,0,327.00
